comments,star,movie_cht,movie_eng
是都在看明星沒有看其他的吧...根本就是在看復仇者聯盟~覺得無趣= =,2,美國隊長3：英雄內戰,      Captain America: Civil War
"這部有劇情嗎？
滿懷期待進電影院，還挑了3D板的，就爽片的角度來說，還好...
如標題，我看不出有什麼劇情。
老實說，不如前一集...
以上，純屬個人感覺！",3,美國隊長3：英雄內戰,      Captain America: Civil War
如題: 如果認定隊長深愛酷寒，一切就都合理了.....,5,美國隊長3：英雄內戰,      Captain America: Civil War
"很喜歡這次的反派，雖然好像非常路人，但就結果論來說他是系列唯一勝利的反派，如果沒有這個反派，感覺就像在看""美隊2英雄版""，所以個人非常喜歡這次反派不同以往的風格。想看爽片一定會失望，因為""原著內戰""本來就是系列中最沉重的故事。",5,美國隊長3：英雄內戰,      Captain America: Civil War
前面有點拖劇情 中間大亂鬥 是我覺得整片最精采的地方 而後面鋼鐵人和超人打鬥那部分真的有點看不太懂,3,美國隊長3：英雄內戰,      Captain America: Civil War
太好看想再看一次,5,美國隊長3：英雄內戰,      Captain America: Civil War
隊長好帥，看得途中，淫水感覺有流出來，超尷尬的,5,美國隊長3：英雄內戰,      Captain America: Civil War
續集都這麼爛嗎？很久沒看到想睡覺了，戰鬥場合不到半小時，大部分都在拖時間，爛片,1,美國隊長3：英雄內戰,      Captain America: Civil War
可以說是英雄系列的垃圾作,1,美國隊長3：英雄內戰,      Captain America: Civil War
打鬥鏡頭快切 緊湊但切的鏡位看起來會不太連續很多時候在表達鋼鐵人的糾結個人是覺得太多,3,美國隊長3：英雄內戰,      Captain America: Civil War
另類的敵人強大的組合本來以為獵鷹是顏質很高的黑人了   黑豹更帥一倍,5,美國隊長3：英雄內戰,      Captain America: Civil War
從一開始緝捕、追兇、到後來知道殺父仇人後的對戰，完全可以理解為何鋼鐵人與美國隊長、酷寒戰士間的難解殺父仇恨，對戰也挺很合情合理!!!!  不像蝙蝠俠對上超人，只因為超人跟薩德將軍對打時，壓到自己公司員工，就要去殺死超人，這理由真的很爛，又因為兩個人的老母都叫同一名字而冰釋...這種小屁孩的舉止就像發現朋友牽機車被路人甲壓到腳，屁孩站出來提朋友出頭且要殺路人甲全家，結果後來發現路人甲有在玩天堂或RO，一起變成盟友上線打王一樣...什麼鳥藉口!!!  恩~~總之這片還不錯看，期待下一集鋼鐵人能與酷寒戰士和解，一起為地球和平奮鬥吧~!!,5,美國隊長3：英雄內戰,      Captain America: Civil War
同標題~似乎很多人為了看動作爽片和漫威英雄來看電影而沒看懂劇情~很多人不懂為何他們要內戰~為何要打起來~其實仔細看且分析劇情你們會了解的~打起來是保護人民理念不同~看到因為保護地球安全而造成無辜傷亡~造成超級英雄分為兩派~一邊選擇不再戰爭避免更多傷亡~一邊是認為保護人民安全是必須有所行動對抗危險保護更多人民及地球~另外壞人也是個受害者~他的家人因為復仇者聯盟保衛地球造成壞人的家人無故死亡~而展開的復仇行動~透過利用控制酷寒戰士~來達到復仇者聯盟自相殘殺~至於控制就是利用九頭蛇書中咒語來控制~巴奇和其他人身體被注射特製針筒~聽到咒語就會完全被控制~壞人最後把其他酷寒戰士殺掉~是因為他只是為父報仇而不是造成更多壞人來毀滅地球~,4,美國隊長3：英雄內戰,      Captain America: Civil War
劇情節奏的掌握恰到好處，動作戲、內心戲，都和當下的內容非常契合。 角色眾多卻不會失焦，真的很精彩！ 黑豹和蜘蛛人角色塑造很成功，很想看他們的獨立電影！,5,美國隊長3：英雄內戰,      Captain America: Civil War
應該是我看過好幾十年的動作片最好看的一部了 比玩命關頭還好看整部電影從頭到尾都很精彩 沒有冷場 非常好笑  動作場面 特效 超級讚 該有的都有 好想在看10次～～～,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
我看了什阿,1,美國隊長3：英雄內戰,      Captain America: Civil War
耶！！好看耶！還有兩個隱藏人物,4,美國隊長3：英雄內戰,      Captain America: Civil War
這次的內容比之前只有打打殺殺來得更好，也加了很多笑點。,4,美國隊長3：英雄內戰,      Captain America: Civil War
美國隊長3應該是我這10年看過最好看的動作片了  什麼不可能的任務 007 玩命關頭都比不上美國隊長3 完全沒有冷場的地方 沒有廢話對話 我還有和朋友看的3次沒問題動作場面太厲害了,5,美國隊長3：英雄內戰,      Captain America: Civil War
別TMD跟我說一堆廢話什麼劇情好不好怎樣，什麼看哪邊的是看劇情，看這邊的就是沒腦袋只會看爽片，老子就是愛爽片，不然去看哲學片好了，幹嘛不去看歐洲電影阿傻子。看電影不能讓人放鬆還要讓人從頭思考，全部了解才能看得懂，不然就是觀眾的錯，那還真是對電影公司有幫助阿，反正早上看過1次了，星期6有人約再看1次，下星期1同事約要再看1次，這就是用新台幣給MARVEL教訓，讓他知道他的觀眾群就算是只愛看爽片的人也無所謂，讓他知道繼續這樣做就對了，不要走錯路線，失去原本的觀眾群，如果我今天去看電影，還要從第一部開始全部看完，那我真的搞不清楚是懲罰還是什麼，但對我而言，那是小群眾的電影不是大眾的電影。,5,美國隊長3：英雄內戰,      Captain America: Civil War
跟想像中的不同，比預告還要有更深入的劇情!而且有好多喜歡的角色多個願望一次滿足(?)很推薦~期待下一部!,5,美國隊長3：英雄內戰,      Captain America: Civil War
好看劇情效果兼俱,5,美國隊長3：英雄內戰,      Captain America: Civil War
有點悶。。。,1,美國隊長3：英雄內戰,      Captain America: Civil War
講真的..就是打來打去...你弄我我陰你..結局也交代不清楚..所以是? 給3星因為蟻人變超大!,3,美國隊長3：英雄內戰,      Captain America: Civil War
一張電影票2百，給你吹冷氣兩個半小時，吃吃喝喝又有聲有色的影片可看，(打鬥場面真的棒)別再嫌棄了。,5,美國隊長3：英雄內戰,      Captain America: Civil War
"感情強度不足,不夠愛,不夠恨,不夠感傷,身為觀眾我的情感無法認同他們的選擇,有點失望",2,美國隊長3：英雄內戰,      Captain America: Civil War
首映看一次今天週日 朋友約又看一次,5,美國隊長3：英雄內戰,      Captain America: Civil War
美國隊長瞎~和酷寒一直要取鋼鐵人核子心臟，是要取他性命嗎?真是瞎爆了，不配當隊長，酷寒是他朋友，鋼鐵人就不是嗎?對美國隊長大扣分，雖然聽說是漫畫就是這樣，還是很不爽,5,美國隊長3：英雄內戰,      Captain America: Civil War
因為第二集很好看下班後直接衝去看3都不覺得累 太好看了(哭,5,美國隊長3：英雄內戰,      Captain America: Civil War
其實內容很怪? 要被保護又要不被犧牲? 不小心犧牲的在來怪復仇者們?阿早知道不救了..全部讓你們死光光好了?,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的很討厭美國隊長那個假掰又自以為是要維護世界和平的臉   其實他才是造成分裂的主因   不想把團隊中的領導權交出   哼… 一群跟著白目隊長的白目隊員     浪費我的錢來看一個冰凍腦殘的狗熊隊長,3,美國隊長3：英雄內戰,      Captain America: Civil War
撇開對英雄的熱愛，以中立立場看這部戲!!!真心不好看，美國隊長的主軸完全被拉掉~~~圍繞著支不支持簽署規範，而起衝突~光這個戲份就佔了90%給我的感覺就是復仇連盟 不適美國隊長!!!一部戲下來亂糟糟，還是第二集的劇情邊排最合我胃口!!!,3,美國隊長3：英雄內戰,      Captain America: Civil War
"如果可以我想給10顆星,不!應該在更多!而且我一定會再看第二次,不!也還會在更多!",5,美國隊長3：英雄內戰,      Captain America: Civil War
今天去西門國賓看了覺得理由還是太過遷強一個小卒...引起....從復仇者二開始太多無意義的垃圾對話整部片其實有一半都非常悶而尾巴的戲也不能說服觀眾而且這次的第二顆彩蛋根本就是廣告誠心覺得不用看 我過度期望這部片了我不是酸民 也看過這部片了 真的不是很好看,1,美國隊長3：英雄內戰,      Captain America: Civil War
DC的難看到爆，讓這片又更好看了DC可以領便當不用拍了...............這部就是許多事情一體兩面 詮釋得很好  好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
比預計的還好看，假日電影院應該會爆滿了,5,美國隊長3：英雄內戰,      Captain America: Civil War
！,5,美國隊長3：英雄內戰,      Captain America: Civil War
劇情前後有連結，打鬥刺激不冷場..,4,美國隊長3：英雄內戰,      Captain America: Civil War
"兩個字，好看！
已準備好陪人家再去看第二次了！",5,美國隊長3：英雄內戰,      Captain America: Civil War
超級好看  不懂為何有人說不好看 ... 不去電影院看可惜，好多年沒看過這麼好看的電影了，更勝復仇者聯盟,5,美國隊長3：英雄內戰,      Captain America: Civil War
還好而已，我覺得4.4差不多,4,美國隊長3：英雄內戰,      Captain America: Civil War
那個說戰鬥場合不到半小時的根本是來亂的= =從頭到尾幾乎都在打阿!真的很精采!越來越喜歡美國隊長!相反的..鋼鐵人有點= =...,5,美國隊長3：英雄內戰,      Captain America: Civil War
非常令人失望,1,美國隊長3：英雄內戰,      Captain America: Civil War
"笑話太爛了 覺得唯一正常的是
黑豹、穩重、成熟、又有霸氣",1,美國隊長3：英雄內戰,      Captain America: Civil War
精彩可期,5,美國隊長3：英雄內戰,      Captain America: Civil War
真的非常好看、很值得進戲院大推、整片無冷場、最後看他們內戰還有點難過,5,美國隊長3：英雄內戰,      Captain America: Civil War
感覺劇情有點鬆散,3,美國隊長3：英雄內戰,      Captain America: Civil War
黑豹像黑貓出場就笑翻最後的一蕃話令人審思還有浪費人時間的爛彩蛋,3,美國隊長3：英雄內戰,      Captain America: Civil War
我只對誹紅女的超能力有興趣，又正。結束出現字幕時後面還有2個片段。,3,美國隊長3：英雄內戰,      Captain America: Civil War
說真的..這集的內容我覺得是免強硬擠所產生的第3集...整場幾乎很多人都睡著了...因為一個平民而產生的內鬥..太牽強了.只能說喜歡漫威英雄的人士可以去看..而想期待有甚麼劇情的就別想太多了吧!!!,2,美國隊長3：英雄內戰,      Captain America: Civil War
實在太好看了!!! 這部一定要看IMAX版 絕對值回票價~~~,5,美國隊長3：英雄內戰,      Captain America: Civil War
每個人物的個性特色鮮明 也交代得很清楚 過程相當緊湊 不拖泥帶水 應該是又會重複看的好片子!!!,5,美國隊長3：英雄內戰,      Captain America: Civil War
"英雄對戰超精彩,大滿足~反派什麼的 就不太重要了...",5,美國隊長3：英雄內戰,      Captain America: Civil War
反派設計有些太弱之外，其實是個不錯的結局，每個角色都有不錯的戲份，動作特性都很不錯，每部片都有什麼超級酸民和為反而反的人，不用因此而在意啊，伊利沙白奧爾森真的太正了天啊,5,美國隊長3：英雄內戰,      Captain America: Civil War
完美阿  非常好看,5,美國隊長3：英雄內戰,      Captain America: Civil War
